FR,GLOSS_LSF,GENERATED,TENSE,GLOSS_LSFB,EN
et revêtu son vilain tablier gris.,,VILAIN TABLIER REVETIR GRIS ,['Past'],,and had put on her old grey kirtle again.
"Le troisième jour, quand ses parents et ses soeurs furent partis,",,TROISIEME JOUR PARENTS SOEURS PARTIR ,['Past']['Past'],,"On the third day, when the parents and the step-children had set off,"
Cendrillon retourna sur la tombe de sa mère et dit au noisetier:,,CENDRILLON RETOURNA TOMBE MERE NOISETIER DIRE ,['Past'],,"Cinderella went again to her mother's grave, and said to the tree,"
"Petit arbre, ébranle-toi, agite-toi,",,PETIT ARBRE EBRANLE - TOI AGITE - TOI ,<unk>,,"Little tree, little tree, shake over me,"
Jette de l'or et de l'argent sur moi.,,JETTE OR ARGENT ,<unk>,,That silver and gold may come down and cover me.
"Alors l'oiseau lui lança une robe qui était si somptueuse et si éclatante qu'elle n'en avait encore jamais vue de pareille,",,ALORS SI OISEAU ROBE SOMPTUEUSE LANCER PAS ENCORE PAS ECLATANTE PAREILLE VOIR ,['Imp']['Imp']['Past'],,"Then the bird cast down a dress, the like of which had never been seen for splendour and brilliancy,"
et les pantoufles étaient tout en or.,,TOUT PANTOUFLES OR ,['Imp'],,and slippers that were of gold.
"Quand elle arriva à la noce dans cette parure, tout le monde fut interdit d'admiration.",,NOCE PARURE ARRIVER TOUT MONDE ADMIRATION INTERDIRE ,['Pres']['Past']['Past'],,And when she appeared in this dress at the feast nobody knew what to say for wonderment.
"Seul le fils du roi dansa avec elle,",,SEUL FILS ROI DANSER ,['Past'],,"The prince danced with her alone,"
"et si quelqu'un l'invitait, il disait: C'est ma cavalière.",,INVITAIT DIRE CAVALIERE ,['Imp']['Pres'],,"and if any one else asked her he answered, She is my partner."
"Quand ce fut le soir, Cendrillon voulut partir,",,SOIR CENDRILLON VOULOIR PARTIR ,['Past']['Fut'],,"And when it was evening Cinderella wanted to go home,"
"et le prince voulut l'accompagner,",,PRINCE VOULOIR ACCOMPAGNER ,['Pres'],,"and the prince was about to go with her,"
mais elle lui échappa si vite qu'il ne put la suivre.,,SI VITE PAS PAS ECHAPPER SUIVRE ,['Pres'],,when she ran past him so quickly that he could not follow her.
Or le fils du roi avait eu recours à une ruse:,,FILS ROI RECOURS RUSE AVOIR ,['Imp']['Past'],,"But he had laid a plan,"
"il avait fait enduire de poix tout l'escalier,",,ENDUIRE POIX TOUT ESCALIER FAIRE ,['Imp']['Past'],,"and had caused all the steps to be spread with pitch,"
"de sorte qu'en sautant pour descendre, la jeune fille y avait laissé sa pantoufle gauche engluée.",,SORTE SAUTER DESCENDRE JEUNE FILLE PANTOUFLE GAUCHE LAISSER ENGLUER ,['Pres']['Imp']['Past']['Past'],,so that as she rushed down them the left shoe of the maiden remained sticking in it.
"Le prince la ramassa, elle était petite et mignonne et tout en or.",,PRINCE RAMASSA PETITE MIGNONNE TOUT OR ,['Imp'],,"The prince picked it up, and saw that it was of gold, and very small and slender."
"Le lendemain matin, il vint trouver le vieil homme",,LENDEMAIN MATIN VIEIL HOMME VENIR TROUVER ,['Pres'],,The next morning he went to the father
avec la pantoufle et lui dit: Nulle ne sera mon épouse que celle dont le pied chaussera ce soulier d'or.,,PANTOUFLE DIRE PAS NULLE EPOUSE PIED SOULIER OR CHAUSSER ,['Pres']['Fut']['Fut'],,and told him that none should be his bride save the one whose foot the golden shoe should fit.
"Alors les deux soeurs se réjouirent,",,ALORS DEUX REJOUIRENT SOEURS ,<unk>,,"Then the two sisters were very glad,"
car elles avaient le pied joli.,,PIED JOLI AVOIR ,['Imp'],,because they had pretty feet.
L'aînée alla dans sa chambre pour essayer le soulier,,AINEE CHAMBRE SOULIER ALLER ESSAYER ,['Past'],,"The eldest went to her room to try on the shoe,"
en compagnie de sa mère.,,COMPAGNIE MERE ,<unk>,,and her mother stood by.
"Mais elle ne put y faire entrer le gros orteil,",,PAS PAS GROS ORTEIL ENTRER ,,,"But she could not get her great toe into it, "
car la chaussure tait trop petite pour elle;,,TROP CHAUSSURE PETITE TAIRE ,['Imp'],,for the shoe was too small;
"alors sa mère lui tendit un couteau en lui disant: Coupe-toi ce doigt; quand tu seras reine, tu n'auras plus besoin d'aller à pied.",,ALORS MERE COUTEAU TENDRE DIRE COUPE-TOI DOIGT TU SERAS REINE PAS PLUS BESOIN PIED AVOIR ALLER ,['Pres']['Pres']['Pres']['Pres'],,"then her mother handed her a knife, and said, Cut the toe off, for when you are queen you will never have to go on foot."
"Alors la jeune fille se coupa l'orteil,",,ALORS JEUNE FILLE ORTEIL COUPER ,,,"So the girl cut her toe off,"
fit entrer de force son pied dans le soulier,,FIT FORCE PIED SOULIER ENTRER ,,,"squeezed her foot into the shoe,"
"et, contenant sa douleur, s'en alla trouver le fils du roi.",,DOULEUR CONTENIR FILS ROI ALLER TROUVER ,['Pres']['Past'],,"concealed the pain, and went down to the prince."
"Il la prit pour fiancée, la mit sur son cheval et partit avec elle.",,PRIT FIANCEE MIT CHEVAL PARTIT ,<unk>,,"Then he took her with him on his horse as his bride, and rode off."
Mais il leur fallut passer devant la tombe;,,FALLUT TOMBE PASSER ,,,"They had to pass by the grave,"
"les deux petits pigeons s'y trouvaient, perchés sur le noisetier, et ils crièrent:",,DEUX PETITS PIGEONS TROUVER NOISETIER PERCHER CRIER ,['Pres']['Past']['Pres'],,"and there sat the two pigeons on the hazel bush, and cried,"
"Roucou-cou, roucou-cou et voyez là,",,ROUCOU COU COU ROUCOU LA VOIR ,['Pres']['Pres'],,"There they go, there they go!"
"Dans la pantoufle, du sang il y a:",,PANTOUFLE SANG AVOIR ,['Pres'],,There is blood on her shoe;
Bien trop petit était le soulier;,,BIEN TROP PETIT SOULIER ,['Imp'],,"The shoe is too small,"
Encore au logis la vraie fiancée.,,ENCORE LOGIS VRAIE FIANCER ,['Past'],,Not the right bride at all!
"Alors il regarda le pied,",,ALORS PIED REGARDER ,['Pres'],,"Then the prince looked at her shoe,"
et vit que le sang en coulait.,,SANG COULAIT VOIR ,['Pres'],,and saw the blood flowing.
"Il fit faire demi-tour à son cheval,",,DEMI-TOUR CHEVAL FAIRE FAIRE ,['Past'],,And he turned his horse round
"ramena la fausse fiancée chez elle,",,FAUSSE RAMENER FIANCER ,['Past'],,"and took the false bride home again,"
dit que ce n'était pas la véritable jeune fille,,PAS PAS VERITABLE JEUNE FILLE DIRE ,['Past']['Imp'],,"saying she was not the right one,"
et que l'autre soeur devait essayer le soulier.,,AUTRE SOEUR SOULIER DEVOIR ESSAYER ,['Imp'],,and that the other sister must try on the shoe.
"Celle-ci alla dans sa chambre,",,CHAMBRE ALLER ,['Imp'],,"So she went into her room to do so,"
"fit entrer l'orteil,",,FIT ORTEIL ENTRER ,,,"and got her toes comfortably in, "
mais son talon était trop grand.,,TROP TALON GRAND ,['Imp'],,but her heel was too large.
Alors sa mère lui tendit un couteau en disant:,,ALORS MERE COUTEAU TENDRE DIRE ,['Pres']['Pres'],,"Then her mother handed her the knife, saying,"
Coupe-toi un bout de talon;,,COUPE-TOI BOUT TALON ,<unk>,,Cut a piece off your heel;
"quand tu seras reine, tu n'auras plus besoin d'aller à pied.",,TU SERAS REINE PAS PLUS BESOIN PIED AVOIR ALLER ,['Pres']['Pres'],,when you are queen you will never have to go on foot.
"La jeune fille se coupa un bout de talon,",,JEUNE FILLE BOUT TALON COUPER ,,,"So the girl cut a piece off her heel,"
"fit entrer de force son pied dans le soulier et, contenant sa douleur,",,FIT FORCE PIED SOULIER ENTRER DOULEUR CONTENIR ,['Pres'],,"and thrust her foot into the shoe, concealed the pain,"
s'en alla trouve le fils du roi.,,FILS ROI ALLER TROUVE ,['Past']['Pres'],,"and went down to the prince,"
"Il la prit alors pour fiancée, la mit sur son cheval et partit avec elle.",,ALORS PRIT FIANCER MIT CHEVAL PARTIT ,['Past'],,who took his bride before him on his horse and rode off.
"Quand ils passèrent devant le noisetier, les deux petits pigeons s'y trouvaient perchés et crièrent:",,PASSERENT NOISETIER DEUX PETITS PIGEONS TROUVER PERCHER CRIERENT ,['Pres']['Past'],,"When they passed by the hazel bush the two pigeons sat there and cried,"
"Roucou-cou, Roucou-cou et voyez là,",,ROUCOU COU ROUCOU COU LA VOIR ,['Pres'],,"There they go, there they go!"
"Dans la pantoufle, du sang il y a:",,PANTOUFLE SANG AVOIR ,['Pres'],,There is blood on her shoe;
Bien trop petit était le soulier;,,BIEN TROP PETIT SOULIER ,['Imp'],,"The shoe is too small,"
Encore au logis la vraie fiancée.,,ENCORE LOGIS VRAIE FIANCER ,['Past'],,Not the right bride at all!
Le prince regarda le pied,,PRINCE PIED REGARDER ,['Past'],,"Then the prince looked at her foot,"
et vit que le sang coulait de la chaussure,,SANG CHAUSSURE VOIR COULER ,['Pres']['Imp'],,"and saw how the blood was flowing from the shoe,"
et teintait tout de rouge les bas blancs.,,TOUT ROUGE BAS BLANCS TEINTER ,['Imp'],,and staining the white stocking.
"Alors il fit faire demi-tour à son cheval, et ramena la fausse fiancée chez elle.",,ALORS DEMI-TOUR CHEVAL FAIRE FAIRE FAUSSE RAMENER FIANCER ,['Past']['Past']['Past'],,And he turned his horse round and brought the false bride home again.
"Ce n'est toujours pas la bonne, dit-il, n'avez-vous point d'autre fille?",,PAS TOUJOURS PAS BONNE DIRE PAS AUTRE FILLE AVOIR POINDRE ,['Pres']['Past']['Pres']['Pres'],,"This is not the right one, said he, have you no other daughter?"
"Non, dit le père, il n'y a plus que la fille de ma défunte femme, une misérable Cendrillon malpropre,",,NON PERE DIRE PAS PLUS FILLE DEFUNTE FEMME AVOIR MISERABLE CENDRILLON MALPROPRE ,['Pres']['Pres'],,"No, said the man, only my dead wife left behind her a little stunted Cinderella;"
c'est impossible qu'elle soit la fiancée que vous cherchez.,,IMPOSSIBLE FIANCEE CHERCHER ,['Pres']['Pres']['Pres'],,it is impossible that she can be the bride.
"Le fils du roi dit qu'il fallait la faire venir,",,FILS ROI DIRE FALLOIR VENIR ,['Pres']['Imp'],,"But the King's son ordered her to be sent for,"
mais la mère répondit: Oh non! La pauvre est bien trop sale pour se montrer.,,MERE REPONDIT NON BIEN TROP OH PAUVRE SALE MONTRER ,['Pres'],,"but the mother said, Oh no! she is much too dirty, I could not let her be seen."
Mais il y tenait absolument et on dut appeler Cendrillon.,,ABSOLUMENT TENIR CENDRILLON APPELER ,['Imp'],,"But he would have her fetched, and so Cinderella had to appear."
"Alors elle se lava d'abord les mains et le visage,",,ALORS ABORD MAINS LAVER VISAGE ,['Pres'],,"First she washed her face and hands quite clean,"
"puis elle vint s'incliner devant le fils du roi,",,FILS ROI VENIR INCLINER ,['Pres'],,"and went in and curtseyed to the prince,"
qui lui tendit le soulier d'or.,,SOULIER OR TENDRE ,['Pres'],,who held out to her the golden shoe.
"Elle s'assit sur un escabeau,",,ESCABEAU ASSEOIR ,['Pres'],,"Then she sat down on a stool,"
retira son pied du lourd sabot de bois,,PIED LOURD SABOT BOIS RETIRER ,['Fut'],,"drew her foot out of the heavy wooden shoe,"
et le mit dans la pantoufle,,MIT PANTOUFLE ,<unk>,,"and slipped it into the golden one,"
qui lui allait comme un gant.,,GANT ALLER ,['Imp'],,which fitted it perfectly.
Et quand elle se redressa,,REDRESSER ,['Past'],,"And when she stood up,"
"et que le fils du roi vit sa figure,",,FILS ROI FIGURE VOIR ,['Pres'],,"and the prince looked in her face,"
il reconnut la belle jeune fille avec laquelle il avait dansé,,BELLE JEUNE FILLE RECONNAITRE DANSER ,['Past']['Imp']['Past'],,"he knew again the beautiful maiden that had danced with him,"
et s'écria: Voilà la vraie fiancée!,,ECRIA VRAIE FIANCER ,['Past'],,"and he cried, This is the right bride!"
La belle-mère et les deux soeurs furent prises de peur ,,BELLE-MERE DEUX SOEURS PEUR PRENDRE ,['Past']['Past'],,"The step-mother and the two sisters were thunderstruck,"
et devinrent blêmes de rage.,,BLEMES RAGE ,<unk>,,and grew pale with anger;
"Quant au prince, il prit Cendrillon sur son cheval et partit avec elle.",,QUANT PRINCE CENDRILLON CHEVAL PRENDRE PARTIT ,['Pres'],,but he put Cinderella before him on his horse and rode off.
"Lorsqu'ils passèrent devant le noisetier, les deux petits pigeons blancs crièrent:",,PASSERENT NOISETIER DEUX CRIERENT PETITS PIGEONS BLANCS ,<unk>,,"And as they passed the hazel bush, the two white pigeons cried,"
"Rocou-cou, Roucou-cou et voyez là,",,ROCOU - COU ROUCOU COU LA VOIR ,['Pres'],,"There they go, there they go!"
"Dans la pantoufle, du sang plus ne verra",,PANTOUFLE PLUS PAS SANG VOIR ,['Pres'],,No blood on her shoe;
"Point trop petit était le soulier,",,TROP POINT PETIT SOULIER ,['Imp'],,"The shoe's not too small,"
"Chez lui, il mène la vraie fiancée.",,VRAIE MENER FIANCER ,['Pres']['Past'],,The right bride is she after all.
"Et après ce roucoulement, ils s'envolèrent tous deux",,ROUCOULEMENT DEUX TOUS ENVOLER ,['Pres'],,"And when they had thus cried, they came flying after"
"et descendirent se poser sur les épaules de Cendrillon,",,EPAULES CENDRILLON DESCENDRE POSER ,['Pres'],,"and perched on Cinderella's shoulders, one on the right,"
"l'un à droite, l'autre à gauche et y restèrent perchés.",,DROITE GAUCHE RESTER PERCHER ,['Pres']['Past'],,"the other on the left, and so remained."
"Le jour où l'on devait célébrer son mariage avec le fils du roi, ses deux perfides soeurs s'y rendirent",,JOUR MARIAGE FILS ROI DEVOIR CELEBRER DEUX PERFIDES SOEURS RENDRE ,['Imp']['Past']['Pres'],,"And when her wedding with the prince was appointed to be held the false sisters came,"
avec l'intention de s'insinuer dans ses bonnes grâces,,INTENTION BONNES GRACES INSINUER ,,,"hoping to curry favour,"
et d'avoir part à son bonheur.,,PART BONHEUR AVOIR ,,,and to take part in the festivities.
"Tandis que les fiancés se rendaient à l'église,",,TANDIS FIANCES EGLISE RENDRE ,['Imp'],,"So as the bridal procession went to the church,"
l'aînée marchait à leur droite et la cadette à leur gauche:,,AINEE DROITE MARCHER CADETTE GAUCHE ,['Imp'],,"the eldest walked on the right side and the younger on the left,"
alors les pigeons crevèrent un oeil à chacune celles.,,ALORS PIGEONS OEIL CREVER ,['Imp'],,and the pigeons picked out an eye of each of them.
"Puis, quand ils s'en revinrent de l'église, l'aînée marchait à leur gauche et la cadette à leur droite:",,EGLISE REVENIR AINEE GAUCHE MARCHER CADETTE DROITE ,['Imp']['Imp'],,"And as they returned the elder was on the left side and the younger on the right,"
alors les pigeons crevèrent l'autre oeil à chacune d'elles.,,ALORS PIGEONS AUTRE OEIL CREVER ,['Imp'],,and the pigeons picked out the other eye of each of them.
"Et c'est ainsi qu'en punition de leur méchanceté et de leur perfidie, elles furent aveugles pour le restant de leurs jours.",,AINSI PUNITION MECHANCETE PERFIDIE AVEUGLES RESTANT JOURS ,['Pres']['Past'],,And so they were condemned to go blind for the rest of their days because of their wickedness and falsehood.
